,TRUE,Pre,Error,True070414,True070409,True07040430,true3625,pred3625,error3625,true3859,pred3859,error3859
17518,0,0.20238,0.20238,0,0,1,0,0.44079602,0.44079601764678955,0,0.82537156,0.8253715634346008
17519,2,0.67596,1.3240399999999999,0,0,0,0,0.40490413,0.4049041271209717,1,1.0706586,0.07065856456756592
17520,0,0.5236,0.5236,0,0,0,1,0.28520113,0.7147988677024841,0,0.634743,0.6347429752349854
17521,0,0.73747,0.73747,1,0,0,1,0.2753262,0.7246738076210022,2,0.7977997,1.2022002935409546
17522,0,0.33318000000000003,0.33318000000000003,1,0,0,0,0.1886986,0.18869860470294952,2,0.3564993,1.6435006856918335
17523,1,1.15052,0.15052000000000001,1,2,0,0,0.651526,0.6515259742736816,0,1.5002052,1.500205159187317
17524,0,0.00234,0.00234,0,0,0,0,0.042153504,0.042153503745794296,0,0.12260406,0.12260405719280243
17525,0,1.68525,1.68525,0,3,1,1,1.0146773,0.014677286148071289,1,1.7043225,0.7043224573135376
17526,1,0.86955,0.13045,1,1,0,0,0.4147267,0.41472670435905457,2,0.8501445,1.1498554944992065
17527,0,0.65205,0.65205,1,0,0,0,0.22863598,0.2286359816789627,1,0.890145,0.10985499620437622
17528,0,0.00601,0.00601,0,0,0,0,0.0,0.0,0,0.0,0.0
17529,0,0.74248,0.74248,0,1,1,0,0.35962528,0.35962527990341187,0,0.828074,0.8280739784240723
17530,0,0.013999999999999999,0.013999999999999999,0,0,0,0,0.0,0.0,0,0.0,0.0
17531,3,2.11869,0.88131,4,5,0,0,1.2910295,1.291029453277588,3,4.526086,1.5260858535766602
17532,1,2.3458799999999997,1.34588,4,3,1,1,0.65885705,0.3411429524421692,1,2.3864038,1.3864037990570068
17533,1,0.29048,0.7095199999999999,1,0,0,1,0.17848398,0.8215160220861435,0,0.48019215,0.4801921546459198
17534,0,0.06935,0.06935,0,0,0,0,0.023364337,0.023364337161183357,0,0.0679555,0.06795550137758255
17535,0,0.34658,0.34658,1,0,0,0,0.22097807,0.22097806632518768,0,0.5119726,0.5119726061820984
17536,0,0.01828,0.01828,0,0,0,0,0.0,0.0,0,0.0,0.0
17537,1,0.0049,1.0049,0,0,1,0,0.21117242,0.211172416806221,0,0.73466617,0.7346661686897278
17538,4,0.00116,4.00116,2,0,1,0,0.8885886,0.8885886073112488,0,1.5106289,1.5106289386749268
17539,0,1.42839,1.42839,6,5,1,1,1.7769408,0.7769408226013184,3,2.2438464,0.7561535835266113
17540,0,0.35436,0.35436,0,0,1,0,0.17245522,0.17245522141456604,0,0.39955252,0.39955252408981323
17541,0,0.00882,0.00882,0,0,0,0,0.00036948794,0.00036948794149793684,0,0.00049436814,0.0004943681415170431
17542,5,1.9254099999999998,3.07459,5,1,2,0,1.6617818,1.6617817878723145,1,2.4756927,1.4756927490234375
17543,1,1.1383,0.1383,2,2,0,0,0.7297488,0.7297487854957581,2,1.2257367,0.7742632627487183
17544,0,0.30887,0.30887,0,0,0,1,0.086569495,0.9134305045008659,0,0.24678046,0.24678045511245728
17545,0,0.007640000000000001,0.007640000000000001,0,1,0,0,0.0,0.0,0,0.0,0.0
17546,1,4.13721,3.13721,7,4,2,1,2.7564416,1.756441593170166,5,5.052657,0.052657127380371094
17547,5,2.6402,2.3598,1,2,0,0,1.475001,1.4750009775161743,2,2.9634514,0.9634513854980469
17548,0,1.1235,1.1235,1,0,0,0,0.5324126,0.532412588596344,2,1.0913877,0.9086122512817383
17549,2,2.7911200000000003,0.7911199999999999,5,3,1,1,0.8446748,0.15532517433166504,1,2.938613,1.938612937927246
17550,1,3.1947,2.1947,7,2,1,1,1.8628627,0.8628627061843872,4,3.7427115,0.25728845596313477
17551,5,1.6397700000000002,3.3602300000000005,0,1,0,0,0.46235684,0.462356835603714,1,1.6486294,0.6486294269561768
17552,3,3.44361,0.44361000000000006,2,4,1,0,1.2829484,1.28294837474823,5,3.8836877,1.1163122653961182
17553,0,0.8385799999999999,0.8385799999999999,1,1,1,0,0.4869442,0.48694419860839844,1,1.707127,0.7071269750595093
17554,0,0.00185,0.00185,1,0,0,0,0.043566123,0.04356612265110016,0,0.23560861,0.23560860753059387
17555,0,0.8841100000000001,0.8841100000000001,3,1,0,0,0.3758489,0.3758488893508911,0,1.5966054,1.5966054201126099
17556,5,2.68295,2.31705,5,5,0,1,1.3379755,0.33797550201416016,4,5.342232,1.3422322273254395
17557,4,2.82879,1.17121,8,4,3,1,2.4296992,1.429699182510376,3,3.6197221,0.6197221279144287
17558,6,3.17042,2.82958,3,4,0,0,2.2013912,2.2013912200927734,4,4.0352297,0.03522968292236328
17559,0,0.00185,0.00185,0,0,0,0,0.11553759,0.11553759127855301,0,0.18333027,0.18333026766777039
17560,3,0.0061600000000000005,3.00616,4,1,2,1,1.1437672,0.14376723766326904,2,3.3833733,1.3833732604980469
17561,2,0.9672799999999999,1.03272,1,0,1,0,0.6261177,0.6261177062988281,1,1.3934863,0.39348626136779785
17562,3,2.0056700000000003,0.9943299999999999,1,1,0,0,0.7375819,0.7375819087028503,1,2.480461,1.4804608821868896
17563,2,0.70223,1.29777,1,0,0,0,0.3987835,0.39878350496292114,0,0.85469276,0.8546927571296692
17564,5,3.66071,1.3392899999999999,4,2,2,0,1.3973198,1.3973197937011719,2,4.699135,2.6991348266601562
17565,0,0.17674,0.17674,0,0,0,0,0.026722837,0.02672283723950386,0,0.11351856,0.11351855844259262
17566,3,2.3536900000000003,0.64631,2,3,1,0,0.8401691,0.8401690721511841,1,3.5870795,2.5870795249938965
17567,0,0.00993,0.00993,0,0,0,0,0.0,0.0,1,0.0,1.0
17568,0,0.00727,0.00727,0,0,0,0,0.085128486,0.08512848615646362,0,0.16625747,0.16625747084617615
17569,0,0.6299100000000001,0.6299100000000001,1,0,0,0,0.35043272,0.35043272376060486,0,0.8975803,0.8975803256034851
17570,10,6.72659,3.2734099999999997,11,9,3,5,4.1374974,0.8625025749206543,9,10.77713,1.777130126953125
17571,0,0.4206,0.4206,0,1,0,1,0.2724714,0.7275286018848419,2,0.6829252,1.3170747756958008
17572,0,0.88266,0.88266,2,0,2,1,0.6799879,0.32001209259033203,1,1.3280286,0.3280285596847534
17573,0,0.00025,0.00025,0,0,0,0,0.048096057,0.048096057027578354,0,0.1257282,0.12572820484638214
17574,0,0.0008699999999999999,0.0008699999999999999,0,0,0,0,0.08532834,0.08532834053039551,0,0.20304511,0.20304511487483978
17575,1,1.13761,0.13760999999999998,1,2,0,1,0.6650308,0.3349692225456238,0,1.5532705,1.5532704591751099
17576,0,0.02356,0.02356,0,0,0,0,0.012784376,0.012784375809133053,1,0.050092388,0.9499076120555401
17577,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0
17578,0,0.019969999999999998,0.019969999999999998,0,0,0,0,0.0,0.0,0,0.0,0.0
17579,0,5.9999999999999995e-05,5.9999999999999995e-05,0,0,0,0,0.0,0.0,0,0.0,0.0
17580,0,0.72607,0.72607,0,0,0,0,0.32060236,0.3206023573875427,0,1.3370827,1.3370827436447144
17581,0,0.03247,0.03247,0,0,0,0,0.008054289,0.008054289035499096,0,0.033521235,0.03352123498916626
17582,0,0.02342,0.02342,0,0,0,0,0.0,0.0,0,0.0,0.0
17583,0,0.01821,0.01821,1,0,0,0,0.13310173,0.13310173153877258,0,0.41537982,0.4153798222541809
17584,0,5.2471,5.2471,3,3,0,1,1.1702507,0.17025065422058105,4,6.162187,2.162187099456787
17585,11,8.98013,2.01987,5,10,1,6,3.8072107,2.192789316177368,12,11.420708,0.5792922973632812
17586,10,7.68968,2.31032,15,7,1,3,2.7481651,0.2518348693847656,10,9.346445,0.6535549163818359
17587,1,0.03581,1.0358100000000001,0,0,0,0,0.0,0.0,1,0.0,1.0
17588,12,13.54868,1.5486799999999998,8,13,1,7,4.9715486,2.028451442718506,16,16.908121,0.9081211090087891
17589,2,2.00487,0.00487,2,0,0,0,0.6806637,0.6806637048721313,3,2.7583807,0.24161934852600098
17590,16,16.3557,0.3557,28,18,5,8,6.1348147,1.865185260772705,17,20.719225,3.7192249298095703
17591,0,0.79501,0.79501,1,0,1,1,0.44608775,0.5539122521877289,1,1.1661208,0.1661207675933838
17592,0,0.00951,0.00951,1,0,1,0,0.33155325,0.33155325055122375,0,1.0607027,1.0607026815414429
17593,1,0.9872200000000001,0.01278,0,0,0,0,0.4976449,0.49764490127563477,1,1.4720814,0.47208142280578613
17594,0,0.37296999999999997,0.37296999999999997,0,0,0,0,0.1658699,0.16586990654468536,0,0.43859774,0.43859773874282837
17595,5,2.5333,2.4667,3,1,0,0,1.1998868,1.1998867988586426,2,3.7677908,1.7677907943725586
17596,1,0.0045,1.0045,0,0,0,1,0.19311547,0.8068845272064209,0,0.4595326,0.45953258872032166
17597,0,0.00861,0.00861,0,0,0,0,0.29738745,0.2973874509334564,0,0.9513998,0.9513998031616211
17598,0,0.57119,0.57119,1,0,0,0,0.16870715,0.16870714724063873,0,0.5264961,0.5264961123466492
17599,0,0.9071,0.9071,0,0,1,0,0.24123499,0.24123498797416687,0,1.1853619,1.1853618621826172
17600,5,2.11504,2.88496,8,3,1,2,0.86644894,1.1335510611534119,3,2.4254022,0.5745978355407715
17601,16,8.145430000000001,7.85457,12,10,1,3,3.3346264,0.3346264362335205,10,9.531684,0.46831607818603516
17602,0,0.6412,0.6412,0,1,0,0,0.4035477,0.4035477042198181,2,0.9425409,1.0574591159820557
17603,1,0.0031899999999999997,1.00319,1,1,0,0,0.751259,0.7512590289115906,1,2.3590448,1.3590447902679443
17604,5,2.12546,2.87454,8,3,1,2,0.8871535,1.1128464937210083,3,2.5358365,0.46416354179382324
17605,14,8.71903,5.28097,11,10,1,1,3.2940664,2.2940664291381836,10,10.649599,0.6495990753173828
17606,8,3.87952,4.120480000000001,8,1,0,3,1.7911252,1.2088748216629028,3,5.8062387,2.8062386512756348
17607,3,1.8789900000000002,1.12101,2,0,1,0,0.41738385,0.4173838496208191,2,2.0509086,0.050908565521240234
17608,7,5.433,1.567,11,5,1,0,1.1868842,1.1868841648101807,6,6.2497745,0.24977445602416992
17609,0,0.006370000000000001,0.006370000000000001,0,0,0,0,0.0,0.0,0,0.0,0.0
17610,0,0.01544,0.01544,0,0,0,0,0.0,0.0,0,0.0,0.0
17611,0,0.0059,0.0059,3,3,1,1,1.3663248,0.366324782371521,4,6.982976,2.982975959777832
17612,14,7.31169,6.68831,9,10,0,4,2.982673,1.017327070236206,8,8.34923,0.3492298126220703
17613,2,2.65233,0.65233,3,2,0,3,1.0886103,1.911389708518982,4,3.2655666,0.7344334125518799
17614,0,0.0008699999999999999,0.0008699999999999999,0,0,0,0,0.0,0.0,0,0.0,0.0
17615,0,0.01484,0.01484,0,0,0,0,0.0,0.0,0,0.0,0.0
17616,16,9.5622,6.4378,13,12,2,8,4.7846723,3.215327739715576,15,13.112968,1.8870315551757812
17617,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0
17618,0,0.00011999999999999999,0.00011999999999999999,0,0,0,0,0.0,0.0,0,0.0,0.0
17619,0,0.00492,0.00492,0,0,0,0,0.0,0.0,1,0.0,1.0
17620,0,0.11997000000000001,0.11997000000000001,0,0,0,0,0.20529945,0.20529945194721222,2,0.7823733,1.217626690864563
17621,0,0.28636999999999996,0.28636999999999996,0,0,0,0,0.100503385,0.10050338506698608,1,0.5580885,0.441911518573761
17622,0,0.019780000000000002,0.019780000000000002,0,0,0,0,0.030716466,0.030716465786099434,1,0.10303115,0.896968849003315
17623,0,0.1036,0.1036,0,0,0,0,0.17157605,0.17157605290412903,2,0.65385723,1.3461427688598633
17624,0,0.29849000000000003,0.29849000000000003,0,0,0,0,0.25825027,0.25825026631355286,0,0.9384415,0.9384415149688721
17625,0,0.029289999999999997,0.029289999999999997,0,0,0,0,0.012058728,0.012058728374540806,0,0.08014645,0.08014644682407379
17626,2,1.18058,0.81942,1,0,1,0,0.23289335,0.23289334774017334,1,1.1972184,0.1972184181213379
17627,0,0.027410000000000004,0.027410000000000004,0,0,0,0,0.0,0.0,0,0.0,0.0
17628,7,3.8977699999999995,3.10223,7,5,0,2,1.775422,0.22457802295684814,5,5.2957993,0.29579925537109375
17629,10,0.009000000000000001,10.009,8,4,1,1,1.9844054,0.9844053983688354,4,6.2882285,2.2882285118103027
17630,8,0.01291,8.01291,12,5,1,0,1.4499564,1.4499564170837402,7,7.4103985,0.4103984832763672
17631,7,4.0984300000000005,2.90157,7,5,0,2,1.7495453,0.2504546642303467,5,5.5439982,0.5439982414245605
17632,7,4.24639,2.7536099999999997,8,3,2,1,1.4417703,0.4417703151702881,3,5.8273315,2.82733154296875
17633,3,0.012029999999999999,3.0120299999999998,3,4,0,1,1.8707057,0.8707057237625122,5,7.010745,2.010745048522949
17634,12,5.02195,6.97805,9,4,2,1,2.332736,1.3327360153198242,5,6.958178,1.9581780433654785
17635,16,8.98298,7.01702,12,11,0,7,4.3435354,2.6564645767211914,12,11.90398,0.09601974487304688
17636,1,1.62137,0.62137,0,0,0,0,0.18384431,0.18384431302547455,1,1.0758761,0.07587611675262451
17637,0,0.00565,0.00565,0,0,0,0,0.0,0.0,0,0.0,0.0
17638,2,11.91965,9.91965,9,13,0,0,1.7488427,1.748842716217041,11,10.436848,0.5631523132324219
17639,5,19.813470000000002,14.81347,23,24,1,1,2.7852113,1.7852113246917725,14,17.751623,3.7516231536865234
17640,0,0.00267,0.00267,0,0,0,0,0.0,0.0,0,0.0,0.0
17641,0,0.00293,0.00293,1,0,0,0,0.0030322492,0.003032249165698886,0,0.028685931,0.028685931116342545
17642,0,1.28102,1.28102,0,0,0,0,0.14343561,0.14343561232089996,0,0.8592982,0.8592982292175293
17643,0,0.40224,0.40224,0,0,0,0,0.095324144,0.09532414376735687,2,0.5293285,1.4706714749336243
17644,6,19.841929999999998,13.84193,22,22,1,1,2.8887343,1.8887343406677246,16,17.239561,1.2395610809326172
17645,0,0.60739,0.60739,0,0,0,0,0.13545445,0.1354544460773468,0,0.61134547,0.6113454699516296
17646,2,12.591569999999999,10.591569999999999,9,13,0,0,1.6708428,1.6708427667617798,12,10.946879,1.0531206130981445
17647,2,12.155330000000001,10.155330000000001,10,13,0,0,1.7359799,1.7359799146652222,9,11.064317,2.064316749572754
17648,0,0.89297,0.89297,1,0,0,0,0.16851556,0.16851556301116943,1,0.95293623,0.04706376791000366
17649,0,0.65846,0.65846,1,0,0,0,0.03971204,0.03971204161643982,0,0.4107356,0.4107356071472168
17650,5,16.0219,11.0219,20,23,1,1,2.641565,1.6415650844573975,14,15.661173,1.661172866821289
17651,0,2.95763,2.95763,7,1,0,0,0.375735,0.37573501467704773,1,2.9603155,1.960315465927124
17652,0,0.0051600000000000005,0.0051600000000000005,0,0,0,0,0.03983627,0.03983626887202263,0,0.20604703,0.20604702830314636
17653,0,0.24698,0.24698,0,0,0,0,0.22463179,0.22463178634643555,0,0.81627715,0.8162771463394165
17654,0,0.9143899999999999,0.9143899999999999,1,0,0,0,0.17401099,0.1740109920501709,1,0.9840122,0.015987813472747803
17655,0,0.00039,0.00039,0,0,0,0,0.0,0.0,0,0.0,0.0
17656,0,0.00599,0.00599,0,0,0,0,0.00861259,0.008612589910626411,0,0.08147752,0.08147752285003662
17657,0,0.006640000000000001,0.006640000000000001,0,0,0,0,0.0,0.0,0,0.0,0.0
17658,0,0.55323,0.55323,2,0,0,0,0.046554398,0.04655439779162407,0,0.48150507,0.48150506615638733
17659,0,0.00045,0.00045,0,0,0,0,0.0,0.0,0,0.0,0.0
17660,0,0.67437,0.67437,2,0,0,0,0.13255315,0.13255314528942108,0,0.5982511,0.5982511043548584
17661,0,1.28108,1.28108,0,1,0,0,0.2735865,0.2735865116119385,0,1.2372762,1.2372761964797974
17662,1,0.00825,1.00825,1,0,0,0,0.2247752,0.22477519512176514,1,1.0879357,0.0879356861114502
17663,6,20.91679,14.916789999999999,20,22,1,1,2.729948,1.7299480438232422,18,17.885832,0.11416816711425781
17664,1,2.06128,1.06128,2,1,0,0,0.3159623,0.3159623146057129,0,1.5292909,1.5292909145355225
17665,2,1.9876,0.0124,3,1,0,0,0.3183426,0.3183425962924957,2,2.018451,0.01845097541809082
17666,1,11.59634,10.59634,7,13,0,0,1.6553946,1.6553945541381836,13,10.475642,2.524357795715332
17667,4,1.7840599999999998,2.2159400000000002,4,2,1,1,0.69152445,0.3084755539894104,0,2.8023937,2.802393674850464
17668,10,11.8908,1.8908,9,8,0,2,4.088781,2.0887808799743652,11,16.180323,5.180322647094727
17669,8,6.42359,1.57641,7,3,0,2,2.583522,0.5835220813751221,7,9.740102,2.7401018142700195
17670,6,6.3166199999999995,0.31661999999999996,7,3,0,3,2.2417562,0.7582437992095947,7,8.871187,1.8711872100830078
17671,9,12.186169999999999,3.18617,7,12,1,6,4.608239,1.3917608261108398,17,15.563494,1.4365062713623047
17672,9,8.64127,0.35873,18,6,2,6,4.483833,1.516167163848877,9,13.370486,4.370486259460449
17673,16,18.97661,2.97661,18,18,4,2,4.3704653,2.3704652786254883,16,22.277603,6.2776031494140625
17674,13,11.728060000000001,1.27194,11,9,1,2,4.574289,2.574288845062256,8,17.245464,9.245464324951172
17675,1,1.4426299999999999,0.44263,4,0,0,0,0.6361439,0.6361439228057861,0,2.1300504,2.1300504207611084
17676,6,6.038930000000001,0.03893,4,3,0,2,2.1448426,0.14484262466430664,7,8.284993,1.2849931716918945
17677,2,10.54691,8.54691,12,13,0,0,1.8037077,1.8037077188491821,9,10.693728,1.6937284469604492
17678,0,0.0051,0.0051,0,0,0,0,0.046002757,0.04600275680422783,1,0.35426912,0.6457308828830719
17679,9,16.52299,7.522989999999999,24,24,1,1,2.7655892,1.7655892372131348,17,18.425293,1.42529296875
17680,12,11.52983,0.47017,23,15,1,0,2.0158176,2.015817642211914,18,13.513089,4.486910820007324
17681,0,0.00647,0.00647,1,0,0,0,0.19039701,0.1903970092535019,1,1.5000869,0.5000869035720825
17682,0,2.5558099999999997,2.5558099999999997,8,3,0,0,0.46437666,0.46437665820121765,1,3.493885,2.493885040283203
17683,4,2.9357599999999997,1.0642399999999999,5,2,0,0,0.48345393,0.4834539294242859,4,3.2408466,0.7591533660888672
17684,12,9.73977,2.26023,21,13,2,0,1.8881304,1.8881304264068604,17,12.272236,4.727764129638672
17685,9,8.26736,0.73264,6,8,1,6,4.31074,1.6892600059509277,14,12.854335,1.145665168762207
17686,1,0.01487,1.0148700000000002,2,0,0,0,0.29892078,0.29892078042030334,0,1.3776877,1.377687692642212
17687,5,7.97357,2.97357,7,5,1,1,1.840237,0.840237021446228,8,9.380253,1.3802528381347656
17688,1,0.023719999999999998,1.02372,0,0,1,1,0.34043702,0.6595629751682281,1,1.5690309,0.5690308809280396
17689,18,20.58352,2.58352,20,18,3,2,4.4256744,2.4256744384765625,17,24.253704,7.253704071044922
17690,7,9.17047,2.17047,7,5,1,2,2.0049386,0.004938602447509766,10,10.98752,0.9875202178955078
17691,13,16.17786,3.17786,16,11,1,2,3.8370457,1.837045669555664,13,18.032503,5.032503128051758
17692,5,5.66499,0.66499,6,7,1,0,1.1974255,1.1974254846572876,4,5.592341,1.5923409461975098
17693,0,0.39619,0.39619,0,0,0,0,0.37431973,0.37431973218917847,1,0.51163185,0.4883681535720825
17694,2,0.70906,1.29094,0,0,0,0,0.58939964,0.5893996357917786,1,1.112133,0.11213302612304688
17695,1,0.004520000000000001,1.00452,3,1,1,0,0.48734063,0.48734062910079956,2,0.8332871,1.1667128801345825
17696,1,0.71987,0.28013000000000005,1,0,0,0,0.5628341,0.5628340840339661,1,0.7125845,0.2874155044555664
17697,4,5.15233,1.1523299999999999,13,5,2,0,3.1983361,3.198336124420166,9,5.836979,3.1630210876464844
17698,20,9.8189,10.1811,16,12,5,3,4.627274,1.6272740364074707,13,11.6579275,1.3420724868774414
17699,28,16.424960000000002,11.57504,24,23,12,7,8.564637,1.5646371841430664,25,18.54466,6.455339431762695
17700,4,1.1134700000000002,2.88653,2,1,0,0,0.8484579,0.8484578728675842,2,1.4507492,0.5492508411407471
17701,1,4.60099,3.6009900000000004,4,5,2,1,2.2636418,1.2636418342590332,6,3.826599,2.173401117324829
17702,8,4.72144,3.2785599999999997,13,4,0,1,1.8156527,0.8156527280807495,6,4.663775,1.3362250328063965
17703,12,8.37472,3.6252800000000005,11,15,1,2,2.325483,0.3254830837249756,10,8.001889,1.9981107711791992
17704,4,2.19303,1.80697,5,0,0,2,0.9727613,1.0272387266159058,4,2.3928263,1.6071736812591553
17705,13,7.286810000000001,5.71319,10,12,2,1,2.2616541,1.2616541385650635,7,7.364243,0.3642430305480957
17706,2,1.3464,0.6536,0,4,2,1,0.8720461,0.1279538869857788,4,2.058678,1.9413220882415771
17707,10,7.57632,2.42368,12,10,7,6,4.3826756,1.6173243522644043,18,11.738723,6.261277198791504
17708,1,1.55429,0.55429,2,0,0,1,0.71203923,0.2879607677459717,4,2.0272384,1.972761631011963
17709,3,3.25196,0.25196,7,1,3,5,1.7809627,3.2190372943878174,6,5.39306,0.6069397926330566
17710,17,11.34309,5.65691,19,10,14,9,6.5197597,2.4802403450012207,25,18.076336,6.923664093017578
17711,1,0.79823,0.20177,0,1,0,0,0.45172888,0.451728880405426,1,1.0891509,0.08915090560913086
17712,1,3.27989,2.27989,1,2,4,0,1.5441868,1.5441868305206299,8,4.224181,3.7758188247680664
17713,2,1.81351,0.18649000000000002,4,1,0,1,0.8020385,0.19796150922775269,4,2.283474,1.7165260314941406
17714,0,0.0052,0.0052,0,0,0,0,0.11917508,0.11917507648468018,0,0.36857608,0.3685760796070099
17715,6,6.19495,0.19495,8,7,1,2,2.392053,0.39205288887023926,9,6.8877344,2.1122655868530273
17716,6,3.92734,2.07266,7,3,2,2,2.6106083,0.6106083393096924,6,6.694706,0.6947059631347656
17717,0,1.33036,1.33036,1,2,1,1,0.6765006,0.3234993815422058,0,1.9682963,1.9682962894439697
17718,3,3.15868,0.15868,4,2,3,3,1.752135,1.2478649616241455,7,5.3057656,1.6942343711853027
17719,1,0.80035,0.19965,3,1,0,0,0.40444508,0.404445081949234,0,1.2508386,1.2508386373519897
17720,0,0.01099,0.01099,0,0,0,0,0.0,0.0,0,0.0,0.0
17721,3,0.0022,3.0022,5,4,1,1,1.8220054,0.8220053911209106,2,3.5318336,1.5318336486816406
17722,2,2.83366,0.8336600000000001,4,2,0,1,1.0980895,0.09808945655822754,3,4.923142,1.9231419563293457
17723,5,2.70531,2.29469,7,3,0,2,0.8854715,1.114528477191925,3,3.522941,0.5229411125183105
17724,0,0.5274300000000001,0.5274300000000001,0,1,0,0,0.19727786,0.19727785885334015,0,0.78723806,0.7872380614280701
17725,0,0.8687,0.8687,3,0,0,0,0.28142866,0.28142866492271423,2,1.0850301,0.9149699211120605
17726,17,28.51875,11.51875,47,33,29,24,23.36766,0.6323394775390625,43,41.408173,1.591827392578125
17727,22,17.29926,4.700740000000001,39,20,12,12,10.244244,1.7557563781738281,18,25.095327,7.095327377319336
17728,11,15.61938,4.6193800000000005,27,21,20,17,15.097161,1.9028387069702148,24,20.757492,3.2425079345703125
17729,41,30.692009999999996,10.30799,62,34,19,13,17.63804,4.638040542602539,44,48.291637,4.291637420654297
17730,4,1.36485,2.63515,1,0,2,1,0.98661596,0.013384044170379639,3,2.4040856,0.595914363861084
17731,1,2.7057,1.7057,3,4,6,1,2.0943363,1.0943362712860107,4,4.7797756,0.7797756195068359
17732,1,0.94632,0.05368,1,1,1,0,0.7454417,0.7454416751861572,3,1.5094758,1.490524172782898
17733,2,0.41647,1.5835299999999999,0,1,0,1,0.29216012,0.7078398764133453,1,0.71639377,0.28360623121261597
17734,29,21.5748,7.4252,22,21,5,7,7.8583703,0.858370304107666,20,17.988598,2.011402130126953
17735,4,4.83994,0.8399399999999999,5,9,3,4,1.880027,2.1199729442596436,12,5.064841,6.935159206390381
17736,17,11.75128,5.24872,10,6,6,2,4.090427,2.0904269218444824,14,11.038444,2.9615564346313477
17737,12,7.60208,4.39792,13,8,4,6,2.649554,3.3504459857940674,5,6.8297915,1.82979154586792
17738,28,27.68726,0.31274,40,31,9,3,7.037861,4.037860870361328,31,17.381914,13.618085861206055
17739,5,4.34039,0.65961,4,2,0,1,1.2977086,0.2977086305618286,4,3.5924468,0.40755319595336914
17740,7,8.19323,1.19323,10,7,4,2,2.4316525,0.4316525459289551,4,7.12027,3.120269775390625
17741,34,28.936840000000004,5.06316,21,23,8,4,7.9846687,3.984668731689453,28,20.32133,7.678670883178711
17742,20,19.38523,0.6147699999999999,14,22,7,7,4.28308,2.7169198989868164,13,10.541494,2.458505630493164
17743,43,37.582159999999995,5.41784,29,44,15,5,8.398849,3.398848533630371,18,15.881217,2.1187829971313477
17744,11,14.159460000000001,3.1594599999999997,10,12,7,8,3.429028,4.570971965789795,8,7.181061,0.818939208984375
17745,43,42.31669,0.6833100000000001,42,32,13,5,8.1670685,3.1670684814453125,24,17.71846,6.2815399169921875
17746,1,1.30282,0.30282,2,1,0,0,0.7220045,0.7220044732093811,2,1.8930715,0.10692846775054932
17747,12,10.616769999999999,1.38323,31,17,3,2,4.324556,2.3245558738708496,33,19.486698,13.513301849365234
17748,4,1.86375,2.13625,12,2,0,0,1.9034206,1.9034205675125122,8,7.7285323,0.2714676856994629
17749,23,16.01758,6.982419999999999,35,29,5,6,6.946338,0.9463381767272949,29,22.053587,6.946413040161133
17750,72,48.545790000000004,23.45421,82,44,20,8,15.612292,7.612292289733887,47,41.8124,5.187599182128906
17751,59,39.804959999999994,19.19504,63,37,17,1,10.454788,9.454788208007812,38,30.742699,7.257301330566406
17752,2,0.058339999999999996,2.0583400000000003,4,0,0,0,0.0,0.0,1,0.0,1.0
17753,1,1.02443,0.02443,4,2,1,0,0.52735025,0.5273502469062805,1,2.1055896,1.1055896282196045
17754,7,3.21695,3.78305,3,2,2,0,1.1266968,1.1266968250274658,2,4.8104024,2.8104023933410645
17755,2,3.1474900000000003,1.14749,4,5,1,1,1.0216981,0.02169811725616455,2,3.4793286,1.4793286323547363
17756,4,3.2234599999999998,0.77654,3,3,0,0,0.92422307,0.9242230653762817,3,4.0541344,1.0541343688964844
17757,1,2.52827,1.52827,3,2,0,2,0.8166215,1.183378517627716,2,2.9118338,0.9118337631225586
17758,7,0.006490000000000001,7.006489999999999,5,5,0,2,1.329066,0.6709339618682861,7,5.3718047,1.6281952857971191
17759,18,20.17503,2.17503,21,18,3,1,5.3741236,4.374123573303223,17,23.65789,6.657890319824219
17760,9,9.94615,0.94615,9,6,1,0,2.3098044,2.3098044395446777,9,11.105529,2.1055288314819336
17761,3,5.73514,2.7351400000000003,10,4,2,0,2.0739563,2.073956251144409,5,6.2781935,1.278193473815918
17762,14,15.289279999999998,1.28928,19,15,1,3,4.0119195,1.0119194984436035,19,17.661213,1.3387870788574219
17763,8,8.41723,0.41723000000000005,4,10,3,0,2.5697227,2.5697226524353027,7,9.289804,2.289804458618164
17764,14,15.38159,1.3815899999999999,18,13,1,1,3.7564135,2.756413459777832,15,17.688997,2.688997268676758
17765,6,0.00795,6.00795,12,4,1,1,2.0374832,1.0374832153320312,8,6.6048503,1.3951497077941895
17766,7,0.00869,7.00869,7,3,2,2,1.2382063,0.7617937326431274,4,4.62524,0.6252398490905762
17767,6,0.004370000000000001,6.00437,7,2,1,1,1.4241437,0.4241436719894409,0,4.7685714,4.768571376800537
17768,1,0.0034100000000000003,1.0034100000000001,0,0,0,0,0.34089583,0.3408958315849304,0,1.4729675,1.472967505455017
17769,0,0.00186,0.00186,1,0,0,0,0.034546442,0.034546442329883575,0,0.2099203,0.20992030203342438
17770,0,0.09783,0.09783,0,0,0,0,0.0,0.0,0,0.0,0.0
17771,1,0.73841,0.26159,0,1,0,0,0.18450655,0.18450655043125153,3,0.7245889,2.2754111289978027
